,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months)
612,HEMLOCK,34.17,-117.065,2001,6,446.94,3.6,78.75,227.25,137.16,0,1
1028,PADUA,34.173,-117.689,2003,10,4278.51,5.31,1195.74,2167.83,909.63,0,0
182,BRIDGE,34.176,-117.173,2003,9,477.63,0.0,73.8,311.13,91.71,0,0
1104,PIONEER,34.177,-116.502,2005,6,811.08,0.09,294.21,499.95,0.0,0,0
472,FISH,34.181,-117.939,2016,6,1833.75,14.22,503.19,1217.79,98.46,0,0
556,GRAND PRIX,34.186,-117.473,2003,10,20557.17,315.81,5134.77,10014.3,5079.6,0,0
1452,TEXAS,34.188,-117.49,1988,9,2983.23,11.88,917.73,1717.29,335.88,0,0
221,CALABASAS,34.19,-118.686,2000,6,432.54,1.98,424.26,5.85,0.0,0,0
905,MILL,34.193,-117.14,1997,9,553.41,0.09,117.81,203.4,230.4,0,0
246,CANYON 2,34.195,-117.908,1997,7,2093.58,3.06,1068.21,973.62,48.6,0,2
1659,WILLIAMS,34.195,-117.777,2002,9,15177.96,461.52,4822.92,7077.15,2816.28,1,8
740,KINNELOA,34.196,-118.09,1993,10,2239.74,2.43,772.11,1388.16,77.04,0,0
1192,RESERVOIR,34.196,-117.879,1996,8,619.47,0.81,31.23,411.3,176.13,0,0
47,ARROWHEAD,34.196,-117.241,2002,5,1062.99,0.0,437.49,581.58,38.25,0,0
1168,RANCH2,34.19694455,-117.9076775,2020,8,1650.06,0.18,31.41,379.35,1239.12,0,1
1191,RESERVOIR,34.197,-117.876,2016,6,513.0,0.0,235.44,276.84,0.72,0,0
942,MORRIS,34.197,-117.86,2009,8,1048.95,18.36,403.02,621.99,5.58,0,0
630,HILL,34.207,-118.953,2018,11,1791.18,0.27,962.28,790.29,38.34,0,0
601,HARVARD,34.215,-118.295,2005,9,415.17,0.09,283.95,125.01,6.12,0,0
1467,TOPANGA,34.218,-118.696,2005,9,9765.99,4.77,813.06,4657.14,4282.47,0,0
751,LA TUNA,34.23,-118.316,2017,9,2847.33,1.71,1024.92,1725.12,95.58,0,1
1344,SLIDE,34.231,-117.095,2007,10,5207.85,9.72,1392.39,2549.07,1256.4,0,0
181,BRIDGE,34.239,-117.866,1999,8,2769.57,5.04,439.29,1116.09,1209.15,1,0
997,OLD,34.247,-117.284,2003,10,36496.44,76.59,10781.19,16390.26,9216.27,0,0
167,BOX CANYON (PIONEER) FIRE,34.249,-118.654,1985,10,504.54,0.0,448.92,55.62,0.0,0,0
1059,PEACH HILL,34.252,-118.928,1985,10,807.21,10.26,773.91,22.14,0.81,0,0
276,CHATSWORTH FIRE,34.257,-118.632,1993,10,789.12,0.18,535.5,253.44,0.0,0,0
1441,TECALOTE,34.26,-117.89,1986,7,1653.57,5.04,77.94,147.33,1423.26,0,0
1660,WILLIAMS,34.261,-117.79,2012,9,1677.15,2.79,449.73,1143.0,81.63,0,8
435,EASY,34.267,-118.829,2019,10,846.27,1.44,364.05,469.71,8.64,0,0
217,CABIN,34.267,-117.843,2015,8,616.77,4.32,177.84,345.24,89.37,0,4
562,GRASS VALLEY,34.267,-117.228,2007,10,593.91,0.99,242.55,269.64,80.73,1,0
1482,TRUCK,34.271,-117.443,1987,5,438.66,0.0,95.94,277.02,62.64,0,0
117,BICHOTA COMPLEX (BICHOTA),34.274,-117.824,1996,6,466.92,0.18,42.12,295.47,129.15,0,0
657,HUMMINGBIRD,34.284,-118.648,1985,10,981.63,0.45,688.86,285.84,6.48,0,0
836,LYTLE,34.285,-117.554,1984,5,988.47,20.79,134.19,446.58,386.91,0,0
731,KEUHNER FIRE,34.288,-118.648,1988,9,1579.32,0.09,1155.78,415.26,8.19,0,0
207,BUTLER 2,34.289,-116.993,2007,9,5976.72,15.39,1391.31,3582.09,987.93,0,0
826,LOUISIANA,34.29,-117.473,2002,6,2691.54,3.96,1251.09,1306.08,82.08,0,0
